Feature_ID,Taxon,Confidence
95161544790cc18c9cab571550f250ee,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast,1
de6fa6cf03f296d63848862178e0b2a4,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Algibacter,0.969880919
78841562040e1b3fd84f60731a9554fb,d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bacteriovoracales; f__Bacteriovoracaceae; g__uncultured,0.999382088
8642f4a1ccb974b77fc7e674061d901e,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Tenderiales; f__Tenderiaceae; g__Candidatus_Tenderia; s__uncultured_gamma,0.718797704
eb436d376480765a9532d45ad3606db8,d__Bacteria,0.986642396
a24de841a9467fac409d44b36380bb14,d__Archaea; p__Thermoplasmatota; c__Thermoplasmata; o__Marine_Group_II; f__Marine_Group_II; g__Marine_Group_II; s__unidentified_archaeon,0.999102784
70a12150b2f133752bd8dbee7d236fa2,d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Dolosigranulum; s__Dolosigranulum_pigrum,0.850854843
1fbe35305a8f91acaea9e81fd9dec1df,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Puniceispirillales; f__SAR116_clade; g__SAR116_clade; s__alpha_proteobacterium,0.999924589
5c2496599b54e78c1e6e6e986135672e,d__Bacteria; p__Firmicutes; c__Desulfitobacteriia; o__Desulfitobacteriales; f__Desulfitobacteriaceae; g__Desulfosporosinus; s__uncultured_bacterium,0.923766107
9b1bb8485c5a0e0e95d2cd1f259a233c,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_bacterium,0.847803509
2eecc8698bccd0f1c07deca57aae3d3b,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria,0.899096491
211ae4516bbf517bc89c6c8ed1c82c91,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast,0.940880939
ff488a69e4c2414eb03e249d1e61c0d2,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast,0.784170592
960f49f80752070762370036acc9f691,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast,0.998115301
6b5af546ab251933607db5d1d2f4c320,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast,0.999424881
af327ce97c818b7cbc98ea9a2741e5fd,d__Bacteria; p__Patescibacteria; c__Gracilibacteria; o__JGI_0000069-P22; f__JGI_0000069-P22; g__JGI_0000069-P22,1
cc5ac9b265b9a05e9a4dbbc2ccc1f296,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae; g__Arthrobacter,0.748660744
0ff8cca51c32e0ac0e713dd22cc6e6f7,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Vibrionales; f__Vibrionaceae; g__Photobacterium,0.998741
30dab21deefa8131ef930c99e6d95ff3,d__Bacteria; p__Proteobacteria,0.712921729
83e03076e6de4fcfc58ded0aa9f2c028,d__Bacteria,1
f2a9621c079ad34ce035f9c385ddd00f,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__uncultured; s__uncultured_marine,0.864886444
ba54048f5dc2830001006ad61b161369,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Tenacibaculum; s__Tenacibaculum_sp.,0.793051206
b463544e6c820fbffc37c212bdc21364,d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bacteriovoracales; f__Bacteriovoracaceae; g__uncultured; s__uncultured_deep-sea,0.908596544
aca397167742b3c507d12ce4c4865ad4,d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade,0.99999918
537d447de6c270fb8a5f60f63e4fc216,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Halomonadaceae; g__Salinicola,0.999776936
33f1c4c0c4d95941237b547c2f6b95fa,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Halomonadaceae; g__Salinicola,0.999753169
41d4e21a4207c4096c2b882203ff9786,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Halomonadaceae; g__Halomonas; s__Halomonas_zincidurans,0.93713069
df779bab6074ae46798e2e39eb716930,d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Sulfurimonadaceae; g__Sulfurimonas,1
5e8abc02fd399c754bc5a990752da567,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast,1
bfc59b0394d8b99ecbf01a63b3482f48,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Afipia,0.785704372
7494399a728c79ba896fe6c14fd47602,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__uncultured; g__uncultured,0.99980013
211f8f2125974dbe82be9faa896f032f,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__uncultured,0.727800308
9c214f283166979120a59af7d51a7ca7,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Erwiniaceae; g__Pantoea,0.873542267
c3c417e8a38ac431270a18a20d595047,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales; f__Sphingobacteriaceae; g__Mucilaginibacter; s__Mucilaginibacter_fluminis,0.995447217
cbf9a0ff9cda7f1aea60c9f5df377159,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Frankiales; f__Geodermatophilaceae; g__Blastococcus; s__Blastococcus_aggregatus,0.841953877
8625845e66f01ac8aa8c76ea8595c0e2,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Isosphaerales; f__Isosphaeraceae; g__uncultured; s__uncultured_bacterium,0.98730025
5100cf01a6b97c1c018f36852b912434,d__Bacteria; p__Firmicutes; c__Bacilli; o__Staphylococcales; f__Staphylococcaceae; g__Staphylococcus,0.993249776
7c8a379194e8f62b42b3dd9a5d9a89d7,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast,0.999931562
db1408f7f01059d9ff4ca8f6d08f9ccb,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Alcanivoracaceae1; g__Alcanivorax,0.997798642
17c9c4b0f36f8bc86e15a3b540421ca5,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__uncultured; g__uncultured,0.99994623
c851eff23ded44f375de23e842f536e0,d__Bacteria,0.94665088
6e9162df89816a4803ee77a15fe3e6f1,d__Bacteria; p__Bacteroidota; c__Rhodothermia; o__Balneolales; f__Balneolaceae; g__Balneola; s__uncultured_Balneola,0.804925287
1029a422e476fb1b7daf9ced93387208,Unassigned,0.845027571
9b93f056cda2614975eb645376108cfb,d__Bacteria,0.911764069
4840eba2549b639d84d162afe3bd831b,Unassigned,0.731285735
724c4cce0fa23d645283489fbfe03799,d__Bacteria,0.704667854
2667394ce5785b19a498ec911a41c588,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Nephroselmis_pyriformis,0.999999998
b4f40432c4aebfdd99523b86df4ed228,d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Sulfurovaceae; g__Sulfurovum,0.999998685
78463c9048d60f7e3893b61951980abc,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Halieaceae; g__OM60(NOR5)_clade,0.999454368
d8f50029a2f45e4d68a14526afd515b6,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Martelella,0.997954832
fce88e8dae2232bda4891d709e60786f,d__Bacteria; p__Desulfobacterota; c__Syntrophobacteria; o__Syntrophobacterales; f__uncultured; g__uncultured; s__uncultured_delta,0.863700777
59afad3df500d9e054376d6c3aa36f47,d__Bacteria; p__PAUC34f; c__PAUC34f; o__PAUC34f; f__PAUC34f; g__PAUC34f; s__uncultured_marine,0.914628965
32d4fa45e4cba21aa94c71a53da56d13,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__Fluviicola,0.999995739
4eecbcdd5774cf4755481c4a20c33988,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade,1
32add7daab8a02acf0a555e699951e8c,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast,1
9e458c3c2b68eb3d5a1bc9c01dc9199a,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Cellvibrionaceae; g__uncultured; s__uncultured_organism,0.995917947
1f506ef226ec6b572204c2dbd2752eb8,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__Microtrichaceae; g__Sva0996_marine_group,0.999925262
c8f67cb8c4b0a7ae6b2623be49a34dc0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,0.999975716
89cafdb7ffa34203a1b928985f2232ea,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Teleaulax_amphioxeia,0.80616424
9eec8d8cd981db5cd6b809093878c77c,Unassigned,0.512638633
e531163a0bd14bced8b5a49a68ec02a9,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast,0.999999434
e797be8b9dde303888d19e6b5a4d15a7,d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade); s__metagenome,0.717683974
7aedf7dae9c4498ea73ae48ff2de5934,d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade); s__uncultured_delta,0.992616214
305c3a76979237f20fee7147cc8cb412,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__SAR11_clade,1
62949134e5d68880dab5e5c1e73f16a4,d__Bacteria; p__SAR324_clade(Marine_group_B); c__SAR324_clade(Marine_group_B); o__SAR324_clade(Marine_group_B); f__SAR324_clade(Marine_group_B); g__SAR324_clade(Marine_group_B); s__uncultured_bacterium,0.975411635
4b0d5d964cd0904ada02de02a30095fc,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Psychromonadaceae; g__Psychromonas,0.999999984
f9b5fe16cf1ff14b647f20ac72c6a271,d__Eukaryota; p__MAST-3; c__MAST-3E; o__MAST-3E; f__MAST-3E; g__MAST-3E; s__uncultured_stramenopile,0.953938348
0bb784ff2fb33852fe999cbc4b07c3f1,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__Rubripirellula; s__uncultured_bacterium,0.911379981
bd012be7724c48b7b618626d68e0a67e,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast,1
6ffbfd5a2e46f28e211529d094ca6846,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales,0.849091808
cc3dc599274dfe14ccb340cdcc5d8fd6,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Aureococcus_anophagefferens,0.999999673
7e3605502c1c5c8e754cf6e19b073194,d__Bacteria; p__Acidobacteriota; c__Holophagae; o__Acanthopleuribacterales; f__Acanthopleuribacteraceae; g__Acanthopleuribacter; s__uncultured_bacterium,0.999967455
caf5f8d573801f1fa718e91cd612ca91,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group; s__uncultured_Flavobacterium,0.944544336
6c9c071c95a70e5d1367f8ab7d75a926,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast,0.999999883
41d0152fb5cd935dd93bb11553b5cbef,d__Bacteria,0.937522356
fdc88e5a1096a143da54fc2def306cb7,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae,0.99999787
6d4e25c9d87f42c2ca4b5b36cc22f02c,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Pseudofulvibacter; s__Flavobacteriaceae_bacterium,0.809333626
58e1c788a02df73913330a6255f76c7e,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Lentilitoribacter; s__uncultured_bacterium,0.997134983
46c455134f331bb088ee999fb2b300c6,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Crocinitomicaceae; g__Fluviicola,0.925316868
b29970f04c7e0a2e9a367a95bc6af77f,d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae,0.999993504
538cfaca8c5fb402afd7aae0b63cb882,d__Bacteria; p__Marinimicrobia_(SAR406_clade); c__Marinimicrobia_(SAR406_clade); o__Marinimicrobia_(SAR406_clade); f__Marinimicrobia_(SAR406_clade); g__Marinimicrobia_(SAR406_clade); s__unidentified_marine,0.804630318
18b03aa61ba2b4bd5dfde445fb47f1a6,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae,0.999999998
3852b96029d32775568cdaa14fb35de2,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Cryomorphaceae; g__NS10_marine_group; s__uncultured_bacterium,0.984445112
8db07a5648ea58aca9950fee6bfc4f18,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uncultured_bacterium,0.942134642
9e1d254a3f73232b805f99fb06ca5662,d__Bacteria,0.882965081
e522edae6ccc66c01990222134c0baf7,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__SAR86_clade; f__SAR86_clade; g__SAR86_clade,0.999999582
370207efb0d3658abfbc55981a5078fc,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__Ilumatobacteraceae; g__Ilumatobacter; s__Ilumatobacter_nonamiensis,0.999365884
37a72597647b9ccd2a6dfb2fd568aa25,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast,0.999999998
359bb7bb7091b4ea5301ec4b98b96d36,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Saprospiraceae; g__uncultured; s__Sargassum_vachellianum,0.963607141
4764b7e0b5412e4a28f503aa912a518f,Unassigned,0.742403905
9f37871bb56fe2ae34ea2b6d4a978598,d__Bacteria,0.830692021
5dc1b8af24525a3efdfafa1fdeb09f89,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria,0.999999687
9ef7b4135246977755f746ee32795b74,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast,0.991187888
d9a0fd0f3402da937ae0dc43c7823e3f,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria,0.932544112
4da67cca812980f922877ec27581c9a8,d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Pirellulales; f__Pirellulaceae; g__uncultured; s__marine_metagenome,0.998763254
3171a982989f865f5318d4f3cf3e525e,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae; g__Pseudomonas,0.999947663
4f0c25a5e63ce1a2b40d7d45dc96b51e,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Verrucomicrobiales; f__DEV007; g__DEV007; s__Verrucomicrobia_bacterium,0.962668788
b71e2e1173ba2b6598d1c373b2029fa6,d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade; s__uncultured_marine,0.828790716
d4beba6a428a989ded5e4f6167a250ce,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__HOC36; f__HOC36; g__HOC36,0.984551351
a6323839d593b80386c0b0eb9283fcd7,d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Opitutales; f__Puniceicoccaceae; g__MB11C04_marine_group; s__uncultured_verrucomicrobium,0.702987808
2ceb2f1fe3db254dea23665b1a3820a4,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Marinobacteraceae; g__Marinobacter; s__Marinobacter_lipolyticus,0.827635187
8b582da5111482cf5ffef9506b246d76,Unassigned,0.743417089
82e8185990b2b948707982e1a6cae282,d__Bacteria,0.972999411
5050ac3beb6635c6a51a9f41242e126d,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidetes_VC2.1_Bac22; f__Bacteroidetes_VC2.1_Bac22; g__Bacteroidetes_VC2.1_Bac22; s__metagenome,0.999326366
02601374b937667525b00fa808d12b40,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Oceanospirillales; f__Alcanivoracaceae1; g__Alcanivorax,0.999995713
c4f4e5a1bea6a440e9fa43962a6aff88,Unassigned,0.760489147
3bb4fe237acf4e8a45fcacda605387f4,d__Bacteria,0.700514807
3c6d64ef7318bd4018a69ff925ddfa50,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae; g__Psychrobacter; s__Psychrobacter_alimentarius,0.82768581
120ed4072680b3d6053a58cf7df5d295,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Nocardioidaceae; g__Nocardioides,0.999999987
102da798e98019d35b4fc8329ab5ae32,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Microscillaceae; g__Flexibacter; s__uncultured_bacterium,0.998164569
55fd441aafc278f7bd47de1e3dea1c20,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Spirosomaceae; g__Dyadobacter,0.999999595
9da847bd7a679e33b1301d8e358b6053,d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae; g__Frondihabitans,0.970359736
0f314b0d52837303aa3858f9085cf957,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae,0.999999856
a874b23f415f02e3c0daf52e583140cf,d__Bacteria,0.774676408
c21f468022cad0504f7ee2be466dd6ce,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Hyphomicrobiaceae; g__Filomicrobium,0.886913595
297e59119d0b5c8f4627700886c7675d,Unassigned,0.320436896
1879c499bc9d99aac38a0c006962777d,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__uncultured; g__uncultured; s__uncultured_Acidimicrobiales,0.922260533
8f93e95ec7808b5df38c4c857a66c77e,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Marinobacteraceae; g__Marinobacter; s__Marinobacter_sediminum,0.751444004
38ee45feb7fb9410054a4f1a68bd243e,d__Bacteria,0.919854858
c8e3d470075e914f66c7e181536da928,d__Bacteria,0.900389165
7fe2162d1aec22a2f4c5fd3a4cbd2461,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodospirillales; f__Thalassospiraceae; g__Thalassospira,1
2811dcad234b67c5a6767e308b77e108,d__Bacteria,0.89953335
e78eb0e1701532d0b229df906799b270,d__Bacteria,0.86579134
d31ee0c20828425b54fdbae8c3e9b871,Unassigned,0.749012995
8c9fd79e790214cb085163918c224cd0,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Gallaecimonadaceae; g__Gallaecimonas; s__Gallaecimonas_pentaromativorans,0.99957093
2838e282a2770d296f82eb4a79ffd157,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__SAR86_clade; f__SAR86_clade; g__SAR86_clade; s__bacterium_WHC4-9,0.742838888
3a6958e682ceca9dd4e7dd8341d8b5b2,d__Bacteria; p__Chloroflexi; c__KD4-96; o__KD4-96; f__KD4-96; g__KD4-96; s__uncultured_bacterium,0.968022291
18a94b66a9c5338bb9fd043f3b30a613,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Alteromonadales; f__Psychromonadaceae; g__Psychromonas,0.999999916
250e694d7b3ef5d54c57e039594249ec,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__uncultured_marine,0.854969352
332a7cdfc54705fc811729bfcb90286e,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Coxiellales; f__Coxiellaceae; g__Coxiella; s__uncultured_bacterium,0.917293389
d4ead3b012ac539bdd3355c6ff31457b,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__SAR86_clade; f__SAR86_clade; g__SAR86_clade; s__uncultured_organism,0.959531603
747f18a2b60de3420e46519763e9c0d2,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group,0.999999794
9c2dca44d63599e6a094db00a77fa4c6,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Paracaedibacterales; f__Paracaedibacteraceae; g__uncultured; s__uncultured_bacterium,0.999984125
8e09442c697d88f2a2211284e7818ff0,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae,0.96424087
478115bd107ec80637ea3ffeb0b2abb6,d__Bacteria; p__Bdellovibrionota; c__Bdellovibrionia; o__Bdellovibrionales; f__Bdellovibrionaceae; g__OM27_clade,0.999999985
67b9ce971e82b7a1d7e9c7224804ff73,d__Bacteria; p__Nitrospinota; c__Nitrospinia; o__Nitrospinales; f__Nitrospinaceae; g__Nitrospina,0.999969449
f64fdddbeed3a5a0d453e5a171377d13,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__OM182_clade; f__OM182_clade; g__OM182_clade; s__uncultured_bacterium,0.748896187
3455483b910419fd0d8f7860396d67d0,d__Bacteria; p__Chloroflexi; c__KD4-96; o__KD4-96; f__KD4-96; g__KD4-96; s__uncultured_bacterium,0.984936715
129338781273ed7cd04a5c28a621a43e,Unassigned,0.494941211
a76893bb83cb7001fa2a3eb43f3eb622,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Defluviicoccales; f__uncultured; g__uncultured; s__hydrothermal_vent,0.85241711
9cc43a646d74b9f7de90d6285e32d63c,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Stappiaceae; g__Stappiaceae; s__uncultured_bacterium,0.999938663
9d64c76d5311d79ab3079aad18512cf5,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Gammaproteobacteria_Incertae_Sedis; f__Unknown_Family; g__uncultured,0.999999993
7c59527df6d9fea7c22b42e644e2a1e2,d__Bacteria,0.993979393
a86707c86af0d83607c3cff39bf12e7e,d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Gammaproteobacteria_Incertae_Sedis; f__Unknown_Family; g__uncultured,0.999999995
94b8523bff383a57a6f698af4ded0083,d__Bacteria; p__Fusobacteriota; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae; g__Fusobacterium; s__Fusobacteriaceae_bacterium,0.957121988
8e80f782097d1086dcffa5289bcb14b1,d__Bacteria; p__NB1-j; c__NB1-j; o__NB1-j; f__NB1-j; g__NB1-j,0.999999998
d76ccb28cb016ded332fadddf79284d7,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast; s__Micromonas_commoda,0.96740346
4ebecbd3b79fcd5089c3f7e687b8aeb9,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae,0.999976759
8d19b66ce97d3fa60135c091083949d3,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__uncultured,0.980888163
f69cb04da01d1b8b35aee1bbeea12ad3,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Gramella,0.999980638
9558b09d51d8690e4d88f395b0c69717,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast,0.999999823
a2244afe8656232f955c69fa0e004bc5,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast,0.997883209
8b3f47b8e80ff354b548923e60ef9187,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae,0.872048893
54ca76a9ac9a0852874bffef74d16084,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__Flavobacteriaceae; g__Polaribacter; s__Polaribacter_lacunae,0.827534597
372bc17cdc69884b4d33ea6f70eefae4,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Rhizobiaceae; g__Lentilitoribacter; s__uncultured_bacterium,0.993846374
b3dfdd495160b49217aaecaa292795cd,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Puniceispirillales; f__SAR116_clade; g__SAR116_clade; s__alpha_proteobacterium,0.878354745
bc31a8175290b31fa0a66cb3d9cfe396,d__Bacteria,0.940954329
22664132c0da34f05d9e3c6f1bcdd758,d__Bacteria,0.838384101
00a26d8f3f5c1df2d7ec91346a727058,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Flavobacteriales; f__NS9_marine_group; g__NS9_marine_group,0.999775536
2fd3c5d068849868f26245e3261c8e8a,d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Cytophagales; f__Cyclobacteriaceae; g__uncultured,0.999709589
4793160691be864a2cbe1b6c62674e68,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Octadecabacter; s__uncultured_bacterium,0.955444962
cf2e8fd222a0534d8a7f920d16190ce8,d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia; o__Microtrichales; f__Ilumatobacteraceae; g__Ilumatobacter; s__Ilumatobacter_nonamiensis,0.986704729
607baa7b922868369ee5f85671a06853,d__Bacteria; p__Firmicutes; c__Clostridia; o__Oscillospirales; f__Oscillospiraceae; g__UCG-005,0.998511035
bfc86e5ff92bce66ceb75e227e971722,d__Bacteria; p__Cyanobacteria; c__Cyanobacteriia; o__Chloroplast; f__Chloroplast; g__Chloroplast,0.999999935
9576b4655180fd80c92e1b910f628b74,d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Caulobacteraceae; g__Phenylobacterium,0.876045522
